ID,Target
ID_AAcismbB,0.1851771374081402
ID_AAeBMsji,0.2100675952806893
ID_AAjFMjzy,0.6595534633716674
ID_AAmMOEEC,0.3603585095221984
ID_ABguzDxp,0.28410583863449335
ID_ABomWihE,0.2382725484791983
ID_ACDBDjVC,0.23704404959522926
ID_AEnEBaEk,0.4362733478942438
ID_AFDiXCWE,0.20295193532814818
ID_AFFdlZrY,0.20956747266368508
ID_AFFhrAEa,0.4728744013295746
ID_AFTYARrX,0.28516372360429587
ID_AFxizGWn,0.2932689973353394
ID_AGXURqVa,0.4479143260545148
ID_AGcfrBss,0.16987487711591534
ID_AGhyJnjs,0.26633759727049083
ID_AHHszlce,0.21442630909351124
ID_AHfEgdxI,0.5339391254299606
ID_AHxMZjLk,0.20089813438543572
ID_AIRMTzvW,0.1778885021578688
ID_AIhXjNzB,0.18678643360745958
ID_AInNJcPZ,0.6696767177915436
ID_AJeUKOax,0.28072173253879434
ID_AJtmZTPv,0.18197680676257869
ID_AJvMJUgh,0.3035122759778107
ID_AKDNaIeF,0.39814865149795436
ID_AKtFUCOh,0.2095339199230645
ID_ALMWkcWZ,0.18419555913288385
ID_ALsuDzjy,0.43524588907901096
ID_AMDeLpAe,0.42488709941006264
ID_AMFLUESH,0.21170162740110932
ID_AMPzBaLI,0.5724901100759778
ID_AMQunDcB,0.5414219620613693
ID_AMoeaBNL,0.49780766720592257
ID_AMqLADVZ,0.26678002234418774
ID_ANjdaLZT,0.6271435882149189
ID_ANmZqeaJ,0.2313530363373398
ID_AOSShqiH,0.6186280474978979
ID_AOtbKdTz,0.20068507526182455
ID_APPZTAvk,0.6395616712861522
ID_APXZieOd,0.4153049257625609
ID_APYmHMeT,0.17028045504042036
ID_APqxpzOM,0.48080927942554363
ID_AQXRdQFe,0.16623052675678437
ID_AQahPNSl,0.20476756129270168
ID_ASJBnAcz,0.2050693463150132
ID_ASScpzpo,0.17880678430303235
ID_ASYEmqFR,0.6613567542719297
ID_ASYmdsAQ,0.42376852080543687
ID_ASizsGwc,0.21514290159254137
ID_ATGMmtfy,0.6142395932890179
ID_ATfXaLki,0.24597039710989424
ID_ATvhCiLv,0.21809906169805113
ID_AUYDTXht,0.2838218390347428
ID_AUgbYLcu,0.2012687729715536
ID_AUikRRXA,0.24686978095120587
ID_AWFsJxKf,0.34864739927436245
ID_AWMJnaEH,0.594345113941151
ID_AWUFocya,0.39714870364997856
ID_AWkhcJQd,0.17825394949563564
ID_AXFMbyYb,0.6020391963003145
ID_AXpXAnqG,0.4104113091663031
ID_AYFCJcwy,0.19440746467435266
ID_AYbBsLeO,0.1656305177272529
ID_AYhMSkOo,0.17646619356867788
ID_AYozseeP,0.535939334551058
ID_AZTpltEK,0.19437136880855188
ID_AZeXIEjC,0.5777032843218819
ID_AZlhigno,0.4935749973579451
ID_AaddtiNV,0.2566285103030142
ID_AapjoJOp,0.20964943171132824
ID_AaqhgzQg,0.24392785119744356
ID_AbPvdDjY,0.18966807599023983
ID_AbjgpquZ,0.20600010532154137
ID_AcJsYVfw,0.5772135236638334
ID_AchxBBpV,0.4946839822949118
ID_AdMKbZwG,0.7791789517884787
ID_AdMOWPrw,0.17483545158530855
ID_AdTMVZkN,0.41791764829391903
ID_AddSOaGc,0.5734393261504759
ID_AdnsVRpz,0.253148550724586
ID_AdpiQTym,0.660810269825354
ID_AekyIxSO,0.19884450794754704
ID_AfJwBDUJ,0.7017447279641295
ID_AfNuECWg,0.5761246645832228
ID_AfVscPmP,0.20416239269460923
ID_AfhrbWzR,0.26158313427013763
ID_AfwryFhH,0.6995189653967234
ID_AgUAucCP,0.36086508333946765
ID_AglMAZoh,0.4768673431177147
ID_AhnGcQio,0.20405898810343712
ID_AjJPPHAL,0.6880428941447958
ID_AjKmTFMY,0.480747823894339
ID_AjiMKkPT,0.736157014341268
ID_AkVcUTjP,0.20049265143425743
ID_AkxtjnJa,0.6296910560378519
ID_AlJhLJRt,0.22731410679566635
ID_AlVKVicY,0.4942225926685528
ID_AllHLvcz,0.3400957580820141
ID_AltrReMt,0.5451672454248825
ID_AmQJHfYo,0.2743550701817128
ID_AmpezFVR,0.16562452337327488
ID_AmtsBLns,0.5941857063504993
ID_AnEcIkfL,0.24932114388015733
ID_AnPYWNBM,0.7165884059442891
ID_AngLjjUp,0.22584294663724214
ID_AoGJYJXv,0.22214453401331916
ID_AoUZroQf,0.3019582476471534
ID_AoexKjgK,0.18751984656612497
ID_ApKXUhZD,0.27949813333286616
ID_AphFNCOm,0.4949961348648284
ID_AppOiOze,0.3580451711808982
ID_ArNAYuzY,0.36387442127849695
ID_ArqJHIiA,0.2120846110065405
